day_of_week,season,total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,,,overtime_hours,cutting_output,sewing_output,finishing_output,final_output,daily_target,defect_rate,rework_percentage,machine_utilization,equipment_downtime,cutting_quality,sewing_quality,finishing_quality,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,productivity_gap,target_achieved,absence_rate
4,peak,72,17,40,15,3,,,3.35,472,673,395,354,271,0.0274,0.1121,0.8704,0,0.9676,0.937,0.9848,1,Finishing,5,1,83,1,0.04
5,peak,74,18,45,11,10,,,6.84,589,944,263,241,205,0.0334,0.0913,0.8076,0,0.9487,0.8987,0.9833,1,Finishing,5,1,36,1,0.119047619
6,peak,75,11,51,13,9,,,5.02,277,890,274,251,193,0.0297,0.0913,0.7386,0,0.9376,0.946,0.9725,1,Finishing,4,1,58,1,0.107142857
0,peak,58,14,34,10,8,,,5.36,400,546,193,174,217,0.0415,0.0987,0.7559,0,0.9694,0.8748,0.9498,1,Finishing,0,0,-43,0,0.121212121
1,peak,73,14,46,13,7,,,4.02,407,965,309,289,258,0.0291,0.0655,0.8966,0,0.9375,0.9042,0.9315,1,Finishing,0,0,31,1,0.0875
2,off-peak,65,9,44,12,6,,,0.13,181,584,258,161,163,0.0323,0.0799,0.8089,0,0.9251,0.9522,0.9339,1,Cutting,4,1,-2,0,0.084507042
3,off-peak,57,13,34,10,5,,,1.93,259,522,193,175,151,0.0263,0.0977,0.7457,0,0.9292,0.9269,0.957,1,Finishing,0,0,24,1,0.080645161
4,off-peak,62,9,39,14,2,,,0,198,559,295,180,179,0.0305,0.0623,0.8354,0,0.9652,0.9209,0.9046,1,Cutting,5,1,1,1,0.03125
5,off-peak,47,7,29,11,8,,,0,160,548,259,137,84,0.0199,0.0898,0.9162,0,0.9594,0.9735,0.9065,1,Cutting,4,1,53,1,0.145454545
6,off-peak,53,10,32,11,5,,,0,198,371,199,187,101,0.0156,0.0563,0.7259,0,0.9786,0.8699,0.9075,1,Cutting,4,1,86,1,0.086206897
0,off-peak,69,16,39,14,11,,,0,339,709,356,306,183,0.0181,0.1014,0.8693,0,0.9533,0.9792,0.9656,1,Finishing,2,1,123,1,0.1375
1,off-peak,66,13,40,13,10,,,4.08,356,788,288,278,148,0.0191,0.0408,0.7901,0,0.9759,0.9181,0.9515,1,Finishing,3,1,130,1,0.131578947
2,off-peak,64,11,42,11,7,,,2.81,257,622,219,211,183,0.0307,0.0435,0.7259,0,0.9785,0.9559,0.948,1,Finishing,3,1,28,1,0.098591549
3,off-peak,77,15,46,16,4,,,0.84,349,651,354,320,214,0.0212,0.0847,0.8079,0,0.9517,0.9167,0.9642,1,Cutting,5,1,106,1,0.049382716
4,off-peak,59,14,33,12,4,,,0.84,291,605,251,239,149,0.0188,0.0502,0.8456,0,0.925,0.966,0.9028,1,Finishing,0,0,90,1,0.063492063
5,off-peak,73,15,42,16,2,,,0.33,338,614,328,307,157,0.0161,0.0668,0.8024,0,0.9867,0.9625,0.9267,1,Cutting,4,1,150,1,0.026666667
6,off-peak,59,13,36,10,2,,,0.9,293,628,227,209,118,0.0163,0.083,0.8303,0,0.9898,0.9182,0.949,1,Finishing,0,0,91,1,0.032786885
0,off-peak,52,12,28,12,8,,,0.76,302,421,286,258,130,0.0154,0.1003,0.9236,0,0.9207,0.9381,0.9429,1,Cutting,3,1,128,1,0.133333333
1,off-peak,55,10,37,8,3,,,0,178,554,181,159,154,0.029,0.1163,0.7484,0,0.9346,0.936,0.982,1,Finishing,3,1,5,1,0.051724138
2,off-peak,64,10,43,11,6,,,1.02,250,597,262,237,164,0.0186,0.0503,0.9333,0,0.9548,0.8508,0.9099,1,Cutting,0,0,73,1,0.085714286
3,off-peak,73,15,45,13,3,,,1.49,358,724,325,313,191,0.0186,0.0414,0.8793,0,0.9735,0.8718,0.9378,1,Finishing,2,1,122,1,0.039473684
4,off-peak,62,11,40,11,4,,,2.38,265,748,262,240,172,0.0247,0.0912,0.8352,0,0.9392,0.945,0.9749,1,Finishing,4,1,68,1,0.060606061
5,off-peak,67,10,41,16,3,,,0,191,596,361,175,117,0.0185,0.0447,0.8093,0,0.9694,0.9238,0.9856,1,Cutting,0,0,58,1,0.042857143
6,off-peak,67,10,42,15,4,,,1.51,282,674,337,261,139,0.0163,0.0643,0.9028,0,0.9815,0.8593,0.9029,1,Cutting,4,1,122,1,0.056338028
0,off-peak,75,13,46,16,9,,,0.87,333,728,376,290,207,0.0213,0.115,0.8905,0,0.9881,0.8549,0.9257,1,Cutting,3,1,83,1,0.107142857
1,off-peak,71,13,45,13,12,,,0,284,753,297,272,162,0.0188,0.0425,0.851,0,0.9302,0.9538,0.9771,1,Cutting,3,1,110,1,0.144578313
2,off-peak,70,11,44,15,11,,,1.37,255,747,320,240,204,0.0278,0.0483,0.8066,0,0.9624,0.9225,0.9586,1,Cutting,2,1,36,1,0.135802469
3,off-peak,68,14,43,11,3,,,2.51,328,742,222,203,152,0.0231,0.0868,0.7562,0,0.99,0.9144,0.9694,1,Finishing,0,0,51,1,0.042253521
4,off-peak,67,12,42,13,7,,,0.24,203,531,244,194,170,0.0238,0.0396,0.7022,0,0.9701,0.8948,0.9708,1,Cutting,0,0,24,1,0.094594595
5,off-peak,71,15,43,13,5,,,3.1,353,705,282,271,151,0.0198,0.0456,0.7728,0,0.9461,0.9509,0.9536,1,Finishing,4,1,120,1,0.065789474
6,off-peak,60,10,39,11,5,,,0,221,582,249,213,89,0.0124,0.0322,0.8638,0,0.9555,0.8946,0.9166,1,Cutting,2,1,124,1,0.076923077
0,off-peak,62,12,39,11,10,,,0.08,246,587,231,210,176,0.0251,0.0912,0.7729,0,0.929,0.9612,0.9529,1,Cutting,3,1,34,1,0.138888889
1,off-peak,57,11,34,12,2,,,1.59,251,413,240,227,145,0.0187,0.0569,0.727,0,0.9555,0.8612,0.9873,1,Cutting,5,1,82,1,0.033898305
2,off-peak,63,11,40,12,8,,,0,248,482,260,222,142,0.0187,0.1019,0.839,0,0.9484,0.8774,0.9534,1,Cutting,2,1,80,1,0.112676056
3,off-peak,63,12,39,12,4,,,0.74,251,579,270,229,156,0.0202,0.0848,0.8286,0,0.9612,0.9527,0.9591,1,Cutting,0,0,73,1,0.059701493
4,off-peak,72,12,48,12,11,,,1.69,262,733,232,225,171,0.0229,0.0307,0.7687,0,0.9702,0.9273,0.9292,1,Finishing,0,0,54,1,0.13253012
5,off-peak,51,7,35,9,4,,,1.14,137,447,173,118,98,0.0225,0.1112,0.7495,0,0.9218,0.8526,0.956,1,Cutting,0,0,20,1,0.072727273
6,off-peak,61,15,35,11,4,,,0.84,345,637,261,237,107,0.0133,0.0944,0.9147,0,0.9482,0.9413,0.9501,1,Finishing,0,0,130,1,0.061538462
0,off-peak,55,13,34,8,10,,,0.37,292,498,192,184,135,0.0204,0.0453,0.8671,0,0.9718,0.9083,0.9844,1,Finishing,0,0,49,1,0.153846154
1,off-peak,66,14,37,15,9,,,0.61,337,646,346,322,171,0.0165,0.0457,0.8537,0,0.9794,0.9124,0.9783,1,Cutting,4,1,151,1,0.12
2,off-peak,73,12,47,14,6,,,1.83,273,628,284,241,167,0.0205,0.1153,0.7602,0,0.9814,0.9014,0.942,1,Cutting,0,0,74,1,0.075949367
3,off-peak,52,7,33,12,6,,,0,110,394,205,105,117,0.0316,0.0269,0.6449,0.64,0.9491,0.9447,0.9719,1,Cutting,0,0,-12,0,0.103448276
4,off-peak,58,14,33,11,6,,,0.74,318,546,266,255,141,0.0179,0.0453,0.8874,0,0.9578,0.9626,0.9119,1,Finishing,2,1,114,1,0.09375
5,off-peak,58,8,38,12,3,,,0,174,556,243,163,119,0.0235,0.0474,0.7893,0,0.9876,0.9753,0.9399,1,Cutting,4,1,44,1,0.049180328
6,off-peak,60,12,35,13,6,,,2.6,324,649,298,272,119,0.014,0.09,0.8722,0,0.9719,0.9455,0.9424,1,Finishing,0,0,153,1,0.090909091
0,off-peak,74,17,41,16,10,,,1.84,339,486,300,277,181,0.0196,0.077,0.706,0,0.9828,0.9175,0.942,1,Finishing,0,0,96,1,0.119047619
1,off-peak,64,12,38,14,2,,,0,268,528,317,241,162,0.0205,0.0879,0.8609,0,0.9832,0.9161,0.9369,1,Cutting,5,1,79,1,0.03030303
2,off-peak,70,13,41,16,5,,,0,290,667,375,255,186,0.0218,0.094,0.8677,0,0.9528,0.8951,0.9776,1,Cutting,4,1,69,1,0.066666667
3,off-peak,64,10,41,13,6,,,0.69,237,637,282,214,156,0.0232,0.0822,0.8246,0,0.9445,0.9254,0.9203,1,Cutting,5,1,58,1,0.085714286
4,off-peak,61,12,34,15,3,,,0,268,521,323,241,152,0.0188,0.084,0.8423,0,0.9468,0.8924,0.9214,1,Cutting,5,1,89,1,0.046875
5,off-peak,66,11,40,15,4,,,0.77,280,782,346,273,143,0.0176,0.0225,0.9049,0,0.9733,0.9784,0.9007,1,Cutting,2,1,130,1,0.057142857
6,off-peak,62,14,37,11,4,,,0,234,462,237,212,139,0.02,0.1042,0.7164,0,0.9481,0.9494,0.9824,1,Finishing,4,1,73,1,0.060606061
0,off-peak,62,9,40,13,7,,,0.51,197,659,304,182,167,0.0258,0.0517,0.8677,0,0.9214,0.9153,0.9529,1,Cutting,0,0,15,1,0.101449275
1,off-peak,78,19,40,19,3,,,0,416,623,475,372,206,0.0142,0.0927,0.9073,0,0.948,0.8544,0.9739,1,Cutting,0,0,166,1,0.037037037
2,off-peak,75,13,50,12,6,,,0.48,287,663,268,237,217,0.0256,0.1166,0.8091,0,0.9231,0.8818,0.9689,1,Cutting,5,1,20,1,0.074074074
3,off-peak,78,15,46,17,2,,,0.74,279,648,344,271,216,0.0238,0.0239,0.7635,0,0.9415,0.9585,0.9278,1,Cutting,0,0,55,1,0.025
4,off-peak,71,17,37,17,2,,,2.39,491,670,417,377,167,0.0142,0.0972,0.9379,0,0.9861,0.9513,0.9542,1,Finishing,0,0,210,1,0.02739726
5,off-peak,71,15,45,11,12,,,0.19,338,637,275,250,143,0.0151,0.0943,0.9216,0,0.9711,0.8714,0.9509,1,Finishing,0,0,107,1,0.144578313
6,off-peak,58,13,34,11,6,,,0.04,236,407,240,213,91,0.0114,0.0982,0.7982,0,0.9203,0.8856,0.9538,1,Cutting,0,0,122,1,0.09375
0,off-peak,54,8,37,9,8,,,3.63,210,675,199,191,154,0.03,0.0473,0.7874,0,0.9845,0.9713,0.9218,1,Finishing,4,1,37,1,0.129032258
1,off-peak,74,14,44,16,9,,,2.27,385,750,398,362,167,0.0146,0.0645,0.9044,0,0.9893,0.9029,0.901,1,Finishing,4,1,195,1,0.108433735
2,off-peak,63,12,41,10,6,,,2.66,309,673,249,243,144,0.021,0.0273,0.8574,0,0.9542,0.9657,0.9761,1,Finishing,2,1,99,1,0.086956522
3,off-peak,61,12,39,10,6,,,1.72,294,645,247,234,166,0.0199,0.053,0.9078,0,0.9456,0.863,0.9606,1,Finishing,0,0,68,1,0.089552239
4,off-peak,63,15,36,12,4,,,2.43,418,668,334,302,165,0.0184,0.1062,0.9399,0,0.9643,0.922,0.9635,1,Finishing,5,1,137,1,0.059701493
5,off-peak,71,15,43,13,6,,,0.46,278,574,249,228,118,0.0142,0.0845,0.7203,0,0.9639,0.8937,0.9605,1,Finishing,0,0,110,1,0.077922078
6,off-peak,63,14,37,12,2,,,0.19,311,584,305,281,107,0.0113,0.0876,0.9072,0,0.9622,0.9006,0.9502,1,Finishing,3,1,174,1,0.030769231
0,off-peak,58,10,37,11,9,,,2.15,219,573,227,203,138,0.0212,0.0744,0.7279,0,0.9521,0.9406,0.9898,1,Cutting,0,0,65,1,0.134328358
1,peak,59,10,40,9,9,,,5.91,286,850,202,182,210,0.0422,0.1004,0.7939,0,0.9299,0.9422,0.9769,1,Finishing,0,0,-28,0,0.132352941
2,peak,62,12,35,15,10,,,0,267,563,318,247,198,0.0258,0.0652,0.7982,0,0.9796,0.9678,0.9456,1,Cutting,3,1,49,1,0.138888889
3,peak,64,12,37,15,5,,,5.92,415,692,370,349,237,0.0252,0.0614,0.8903,0,0.9567,0.879,0.9304,1,Finishing,3,1,112,1,0.072463768
4,peak,74,11,49,14,2,,,1.77,275,728,294,255,264,0.0326,0.0696,0.7717,0,0.9747,0.8697,0.9582,1,Cutting,3,1,-9,0,0.026315789
5,peak,56,12,34,10,5,,,1.47,256,539,216,208,137,0.0203,0.0415,0.7802,0,0.9536,0.9555,0.9683,1,Finishing,0,0,71,1,0.081967213
6,peak,65,14,39,12,5,,,5.32,469,805,328,313,157,0.0198,0.0507,0.9096,0,0.9799,0.958,0.9719,1,Finishing,5,1,156,1,0.071428571
0,peak,65,14,38,13,12,,,4.13,391,782,286,256,220,0.0301,0.1056,0.8046,0,0.985,0.9684,0.9644,1,Finishing,0,0,36,1,0.155844156
1,peak,73,16,43,14,9,,,8.19,539,979,307,280,239,0.0374,0.0962,0.8007,0,0.9212,0.9559,0.9323,1,Finishing,2,1,41,1,0.109756098
2,peak,61,11,38,12,10,,,8.34,422,1012,266,237,234,0.0429,0.1192,0.8436,0,0.9783,0.9395,0.9019,1,Finishing,3,1,3,1,0.14084507
3,peak,64,13,41,10,4,,,0.18,278,718,236,225,208,0.0265,0.0486,0.9032,0,0.9283,0.9483,0.9088,1,Finishing,0,0,17,1,0.058823529
4,peak,70,11,48,11,4,,,7.48,358,875,249,240,254,0.044,0.0397,0.7864,0,0.9304,0.9327,0.9855,1,Finishing,5,1,-14,0,0.054054054
5,peak,65,12,43,10,3,,,4.23,350,745,258,242,139,0.0193,0.0697,0.8902,0,0.9242,0.8524,0.9877,1,Finishing,2,1,103,1,0.044117647
6,peak,70,14,41,15,5,,,4.53,395,593,319,310,174,0.0191,0.0314,0.7776,0,0.9896,0.855,0.9146,1,Finishing,2,1,136,1,0.066666667
0,peak,51,10,30,11,7,,,7.93,389,705,284,279,163,0.0247,0.021,0.9041,0,0.9808,0.9331,0.9403,1,Finishing,2,1,116,1,0.120689655
1,peak,66,10,41,15,4,,,0,203,623,309,179,231,0.0405,0.0779,0.7763,0,0.9883,0.9416,0.9641,1,Cutting,5,1,-52,0,0.057142857
2,peak,52,10,32,10,11,,,3.96,238,545,200,193,159,0.0266,0.036,0.7443,0,0.9455,0.8986,0.9894,1,Finishing,0,0,34,1,0.174603175
3,peak,54,12,32,10,3,,,5.45,381,816,252,229,177,0.0311,0.1006,0.8892,0,0.9417,0.9699,0.9591,1,Finishing,5,1,52,1,0.052631579
4,peak,57,11,33,13,4,,,7.47,402,731,289,264,214,0.0295,0.0871,0.8585,0,0.9791,0.8839,0.9088,1,Finishing,0,0,50,1,0.06557377
5,peak,54,13,31,10,8,,,5.81,411,545,232,206,124,0.0206,0.1138,0.8411,0,0.9755,0.8855,0.9564,1,Finishing,0,0,82,1,0.129032258
6,peak,74,15,44,15,4,,,6.99,441,1014,318,306,194,0.0268,0.0417,0.7603,0,0.9308,0.9652,0.9247,1,Finishing,4,1,112,1,0.051282051
0,peak,60,14,35,11,8,,,5.23,407,668,231,211,209,0.0333,0.0892,0.8248,0,0.9436,0.8885,0.906,1,Finishing,0,0,2,1,0.117647059
1,peak,52,12,28,12,7,,,4.39,367,647,267,240,187,0.0265,0.1042,0.8805,0,0.9819,0.9301,0.9117,1,Finishing,0,0,53,1,0.118644068
2,peak,71,12,43,16,6,,,0,264,752,373,231,231,0.0282,0.0904,0.8858,0,0.9771,0.9392,0.9396,1,Cutting,0,0,0,1,0.077922078
3,peak,77,13,47,17,3,,,1.47,257,693,316,248,256,0.0283,0.0288,0.7391,0,0.9679,0.8526,0.9106,1,Cutting,0,0,-8,0,0.0375
4,peak,53,9,36,8,3,,,3.92,231,731,194,184,192,0.038,0.0601,0.811,0,0.9372,0.9383,0.9786,1,Finishing,5,1,-8,0,0.053571429
5,peak,73,10,49,14,10,,,0.37,214,747,299,179,182,0.0297,0.1178,0.8029,0,0.9213,0.8544,0.9616,1,Cutting,5,1,-3,0,0.120481928
6,peak,53,11,34,8,8,,,2.91,304,655,204,185,109,0.021,0.1048,0.9261,0,0.9568,0.9529,0.9104,1,Finishing,4,1,76,1,0.131147541
0,peak,57,13,34,10,6,,,5.99,422,728,250,228,204,0.0341,0.0957,0.8669,0,0.9218,0.899,0.9626,1,Finishing,4,1,24,1,0.095238095
1,peak,53,11,33,9,7,,,2.05,269,516,218,207,200,0.0288,0.053,0.8816,0,0.9267,0.9015,0.9885,1,Finishing,0,0,7,1,0.116666667
2,peak,57,13,33,11,7,,,1.19,240,476,231,220,201,0.0269,0.0523,0.7313,0,0.9333,0.8541,0.9607,1,Finishing,4,1,19,1,0.109375
3,peak,71,17,39,15,5,,,4.73,503,655,327,313,236,0.0245,0.0453,0.8564,0,0.9236,0.8774,0.9067,1,Finishing,0,0,77,1,0.065789474
4,peak,56,12,31,13,4,,,1.95,304,542,278,249,188,0.0244,0.105,0.8017,0,0.9383,0.9773,0.9718,1,Cutting,3,1,61,1,0.066666667
5,peak,46,8,28,10,9,,,5.77,273,577,249,240,97,0.0154,0.0426,0.89,0,0.9444,0.909,0.9535,1,Finishing,4,1,143,1,0.163636364
6,peak,70,12,46,12,5,,,0,287,727,284,265,190,0.0203,0.0674,0.9011,0,0.9631,0.8631,0.9529,1,Cutting,3,1,75,1,0.066666667
0,peak,61,11,38,12,10,,,1.73,293,660,270,259,216,0.0264,0.0431,0.8299,0,0.9748,0.959,0.9525,1,Cutting,2,1,43,1,0.14084507
1,peak,63,11,42,10,7,,,0,223,662,213,196,243,0.0359,0.0804,0.8062,0,0.9474,0.9167,0.9729,1,Cutting,4,1,-47,0,0.1
2,peak,63,12,39,12,10,,,3.38,362,839,311,283,245,0.0317,0.0993,0.913,0,0.9839,0.9601,0.9432,1,Finishing,5,1,38,1,0.136986301
3,peak,65,13,40,12,10,,,2.21,336,700,303,293,232,0.0247,0.0369,0.9155,0,0.9544,0.8666,0.9004,1,Finishing,2,1,61,1,0.133333333
4,peak,78,14,52,12,6,,,3.21,336,903,262,234,259,0.0358,0.1192,0.7806,0,0.9247,0.8543,0.9545,1,Finishing,5,1,-25,0,0.071428571
5,peak,63,14,37,12,7,,,1.08,279,560,265,236,170,0.0211,0.119,0.7532,0,0.9462,0.851,0.9624,1,Finishing,4,1,66,1,0.1
6,peak,62,11,42,9,2,,,3.17,328,822,223,205,136,0.0214,0.0872,0.9094,0,0.9873,0.8553,0.907,1,Finishing,4,1,69,1,0.03125
0,peak,47,11,28,8,9,,,5.6,320,664,174,163,170,0.0423,0.0696,0.8069,0,0.9487,0.9785,0.9423,1,Finishing,5,1,-7,0,0.160714286
1,peak,75,13,47,15,3,,,5.92,416,980,392,377,257,0.0275,0.0416,0.8674,0,0.9212,0.9566,0.9792,1,Finishing,2,1,120,1,0.038461538
2,peak,63,15,33,15,1,,,0.63,294,383,281,271,204,0.0204,0.0378,0.7282,0,0.9838,0.8753,0.9552,1,Finishing,0,0,67,1,0.015625
3,peak,52,8,32,12,3,,,4.01,256,746,266,245,159,0.0246,0.0426,0.903,0,0.9309,0.9527,0.9058,1,Cutting,3,1,86,1,0.054545455
4,peak,57,12,36,9,4,,,4.58,298,522,192,188,216,0.0398,0.025,0.7195,0,0.9548,0.8693,0.973,1,Finishing,2,1,-28,0,0.06557377
5,peak,54,12,30,12,4,,,5.7,360,641,268,247,156,0.024,0.0882,0.8252,0,0.9543,0.9093,0.9185,1,Finishing,4,1,91,1,0.068965517
6,peak,64,14,39,11,1,,,3.13,370,569,247,219,147,0.0206,0.1171,0.832,0,0.9488,0.8849,0.9899,1,Finishing,0,0,72,1,0.015384615
0,peak,58,14,35,9,8,,,0,278,588,221,205,226,0.0349,0.0794,0.8366,0,0.9691,0.9716,0.9599,1,Finishing,4,1,-21,0,0.121212121
1,peak,69,13,46,10,9,,,1.86,292,720,210,194,260,0.0409,0.0777,0.7611,0,0.9783,0.9299,0.9822,1,Finishing,0,0,-66,0,0.115384615
2,peak,53,12,31,10,6,,,5.42,392,649,262,252,181,0.0289,0.0418,0.8825,0,0.981,0.9761,0.9834,1,Finishing,5,1,71,1,0.101694915
3,peak,59,10,36,13,7,,,5.27,303,597,280,274,183,0.0246,0.0225,0.768,0,0.9262,0.9579,0.9768,1,Cutting,3,1,91,1,0.106060606
4,peak,52,11,33,8,5,,,1.06,243,503,188,171,178,0.0315,0.0905,0.8355,0,0.9736,0.9592,0.9726,1,Finishing,0,0,-7,0,0.087719298
5,peak,77,12,51,14,7,,,1.89,255,743,271,243,203,0.0256,0.0473,0.7179,0,0.9811,0.9323,0.9802,1,Cutting,0,0,40,1,0.083333333
6,peak,58,14,34,10,8,,,3.85,394,656,248,237,155,0.0218,0.0496,0.8803,0,0.9379,0.8616,0.9071,1,Finishing,2,1,82,1,0.121212121
0,peak,73,17,42,14,10,,,0.17,353,670,321,293,250,0.0249,0.0873,0.8707,0,0.9646,0.9646,0.9527,1,Finishing,0,0,43,1,0.120481928
1,peak,62,14,38,10,6,,,5.14,432,632,238,232,200,0.03,0.0285,0.8486,0,0.9441,0.8545,0.9487,1,Finishing,5,1,32,1,0.088235294
2,peak,66,11,41,14,8,,,7.98,339,791,280,261,214,0.0341,0.0758,0.7224,0,0.9638,0.9144,0.9248,1,Finishing,5,1,47,1,0.108108108
3,peak,52,9,33,10,5,,,6.23,239,501,205,199,180,0.0341,0.0356,0.7087,0,0.9383,0.8862,0.9818,1,Finishing,5,1,19,1,0.087719298
4,peak,69,13,45,11,7,,,0.22,252,554,265,227,222,0.0261,0.1043,0.8225,0,0.922,0.8583,0.9484,1,Finishing,2,1,5,1,0.092105263
5,peak,55,12,30,13,8,,,2.23,312,588,294,264,135,0.0147,0.1045,0.9138,0,0.9608,0.859,0.9043,1,Finishing,0,0,129,1,0.126984127
6,peak,59,12,35,12,5,,,4.7,306,543,242,222,141,0.0207,0.086,0.7398,0,0.9539,0.8784,0.9543,1,Finishing,0,0,81,1,0.078125
0,peak,67,11,46,10,11,,,4.85,335,866,222,206,216,0.0367,0.076,0.8599,0,0.9321,0.9388,0.9384,1,Finishing,0,0,-10,0,0.141025641
1,peak,50,9,33,8,8,,,3.93,229,500,178,165,193,0.0398,0.084,0.7352,0,0.9814,0.8735,0.9718,1,Finishing,2,1,-28,0,0.137931034
2,peak,57,12,33,12,7,,,0.68,222,439,232,214,216,0.0306,0.0418,0.7079,0,0.9555,0.9455,0.9109,1,Finishing,5,1,-2,0,0.109375
3,peak,70,14,41,15,7,,,5.47,412,747,340,334,247,0.0295,0.0219,0.822,0,0.9331,0.9663,0.9224,1,Finishing,2,1,87,1,0.090909091
4,peak,65,14,36,15,4,,,4.3,424,729,370,332,211,0.0232,0.1135,0.8825,0,0.9409,0.9206,0.939,1,Finishing,3,1,121,1,0.057971014
5,peak,59,13,36,10,6,,,0.25,257,466,215,196,163,0.0244,0.0891,0.8203,0,0.9676,0.9666,0.9123,1,Finishing,0,0,33,1,0.092307692
6,peak,74,18,44,12,7,,,4.47,513,809,277,253,170,0.0243,0.0965,0.8203,0,0.9672,0.9065,0.9503,1,Finishing,4,1,83,1,0.086419753
0,peak,65,13,41,11,13,,,3.63,325,597,234,227,220,0.0334,0.0345,0.7447,0,0.9888,0.8989,0.918,1,Finishing,2,1,7,1,0.166666667
1,peak,66,15,38,13,3,,,2.54,360,649,265,254,225,0.029,0.044,0.7751,0,0.966,0.9695,0.9361,1,Finishing,0,0,29,1,0.043478261
2,peak,57,14,34,9,1,,,3.74,426,645,214,196,205,0.0333,0.0854,0.9192,0,0.9569,0.8934,0.9187,1,Finishing,0,0,-9,0,0.017241379
3,peak,75,12,46,17,8,,,3.92,397,892,371,330,259,0.0261,0.1107,0.8782,0,0.9817,0.8983,0.9068,1,Cutting,3,1,71,1,0.096385542
4,peak,69,14,42,13,3,,,0,233,557,243,218,227,0.0288,0.0626,0.7352,0,0.927,0.923,0.937,1,Cutting,0,0,-9,0,0.041666667
5,peak,44,7,31,6,13,,,7.81,252,775,145,131,90,0.0277,0.105,0.8455,0,0.9669,0.8924,0.9517,1,Finishing,5,1,41,1,0.228070175
6,peak,70,16,43,11,3,,,4.96,393,765,213,208,171,0.0296,0.0274,0.703,0,0.9288,0.8922,0.9508,1,Finishing,5,1,37,1,0.04109589
0,peak,68,12,44,12,13,,,3.12,348,835,308,285,251,0.0306,0.0816,0.9074,0,0.9687,0.9248,0.917,1,Finishing,4,1,34,1,0.160493827
1,peak,57,11,35,11,4,,,5.3,277,531,212,189,191,0.0347,0.1126,0.7152,0,0.9366,0.9054,0.9658,1,Finishing,0,0,-2,0,0.06557377
2,peak,77,12,54,11,5,,,2.17,281,711,227,222,279,0.0359,0.0225,0.8109,0,0.9795,0.86,0.932,1,Finishing,0,0,-57,0,0.06097561
3,peak,76,14,44,18,5,,,6.67,490,1098,395,348,254,0.0279,0.1195,0.854,0,0.9753,0.9556,0.9175,1,Finishing,0,0,94,1,0.061728395
4,peak,67,16,37,14,8,,,6.51,598,826,334,324,230,0.0265,0.0313,0.9167,0,0.9867,0.9378,0.9494,1,Finishing,0,0,94,1,0.106666667
5,peak,70,12,46,12,5,,,5.11,346,1027,291,264,166,0.0251,0.1034,0.8069,0,0.9649,0.974,0.9756,1,Finishing,5,1,98,1,0.066666667
6,peak,62,15,35,12,6,,,0.66,318,499,286,265,175,0.0194,0.081,0.8444,0,0.9492,0.8716,0.9139,1,Finishing,5,1,90,1,0.088235294
0,peak,55,13,29,13,7,,,0,324,436,305,288,216,0.0206,0.0558,0.9098,0,0.9861,0.8855,0.9153,1,Cutting,5,1,72,1,0.112903226
1,peak,69,12,46,11,7,,,2.42,281,693,241,218,219,0.0321,0.1036,0.7824,0,0.9523,0.8766,0.9271,1,Finishing,4,1,-1,0,0.092105263
2,peak,46,7,31,8,15,,,4.45,221,595,207,203,147,0.0249,0.0222,0.8712,0,0.9853,0.8691,0.9623,1,Finishing,3,1,56,1,0.245901639
3,peak,70,13,43,14,8,,,0,234,475,275,210,253,0.0345,0.0897,0.7011,0,0.982,0.8586,0.9858,1,Cutting,3,1,-43,0,0.102564103
4,peak,76,18,41,17,4,,,1.99,378,600,346,333,279,0.0289,0.0406,0.7449,0,0.9287,0.9689,0.9126,1,Finishing,5,1,54,1,0.05
5,peak,61,12,36,13,6,,,3.73,319,567,308,300,150,0.0177,0.0312,0.7969,0,0.9639,0.9219,0.9865,1,Finishing,2,1,150,1,0.089552239
6,peak,51,9,30,12,8,,,2.46,244,592,264,224,140,0.0229,0.0782,0.8397,0,0.9795,0.9795,0.9457,1,Cutting,4,1,84,1,0.13559322
0,peak,47,10,27,10,8,,,2.53,246,484,244,232,167,0.0241,0.056,0.8579,0,0.9255,0.9132,0.9189,1,Finishing,5,1,65,1,0.145454545
1,off-peak,55,10,36,9,9,,,0.43,203,513,199,188,137,0.0191,0.0584,0.8081,0,0.9779,0.8532,0.9608,1,Finishing,0,0,51,1,0.140625
2,off-peak,66,12,42,12,5,,,0.59,279,620,266,259,195,0.0239,0.0295,0.8269,0,0.9421,0.9788,0.9388,1,Cutting,5,1,64,1,0.070422535
3,off-peak,69,14,40,15,5,,,3.29,422,863,416,397,174,0.0155,0.0517,0.9466,0,0.9503,0.9334,0.9872,1,Finishing,5,1,223,1,0.067567568
4,off-peak,77,14,49,14,5,,,2.28,320,844,298,291,220,0.0222,0.0262,0.8011,0,0.9404,0.8805,0.9479,1,Finishing,0,0,71,1,0.06097561
5,off-peak,52,9,33,10,10,,,2.33,243,560,243,220,121,0.0199,0.0947,0.8584,0,0.9579,0.9705,0.9839,1,Cutting,2,1,99,1,0.161290323
6,off-peak,80,15,46,19,4,,,2.14,361,705,385,347,163,0.0159,0.0383,0.7869,0,0.943,0.9243,0.9221,1,Cutting,5,1,184,1,0.047619048
